Emirate Name En|Emirate Name Ar|Issuance Authority En|Issuance Authority Ar|Issuance Authority Branch En|Issuance Authority Branch Ar|BL #|BL CBLS #|BL Name Ar|BL Name En|BL Est Date|BL Exp Date|BL Status EN|BL Status AR|BL Legal Type En|BL Legal Type Ar|BL Type En|BL Type Ar|BL Full Address|License Latitude|License Longitude|License Branch Flag|Parent Licence - License Number|Parent License Issuance Authority En|Parent License Issuance Authority Ar|Relationship Type En|Relationship Type Ar|Owner Nationality En|Owner Nationality Ar|Owner Gender|Business Activity Code|Business Activity Desc En|Business Activity Desc Ar|license_pk
Dubai|دبي|Department of Economic Development|دائرة التنمية الاقتصادية|Main|رئيسي|BL-433451|CBLS-57026|and Sons Management ﺪﻳﺯ ﻮﻨﺑ ﺔﻛﺮﺷ|Martinez Inc Management|26/10/2023|05/10/2024|Active|نشط|LLC|ذ.م.م|Professional|مهني|939 Alicia Ports Apt. 613 Rhodesmouth, AK 37762|25.0085°N|55.2802°E|Y||||Owner|مالك|Emirati|إماراتي|Male|702000|Management consultancy activities|أنشطة استشارات الإدارة|76f9b9c4f522e904f79a177dfa5c688d
Dubai|دبي|Department of Economic Development|دائرة التنمية الاقتصادية|Main|رئيسي|BL-668458|CBLS-50508|and Sons Services ﻱﺪﻬﻣ ﻮﻨﺑ ﺔﻛﺮﺷ|Zavala, Martinez and Brooks Services|04/10/2015|23/11/2016|Cancelled|ملغاة|Sole Establishment|مؤسسة فردية|Professional|مهني|4905 Diana Mission Suite 923 Port Dawnmouth, AS 07780|25.1471°N|55.0361°E|N||||Manager|مدير|Emirati|إماراتي|Male|477100|Retail sale of clothing, footwear and textiles|تجارة التجزئة في الملابس والأحذية والمنسوجات|de9c5e4971b5c5ee753c0cc109d394c8
Dubai|دبي|Department of Economic Development|دائرة التنمية الاقتصادية|Main|رئيسي|BL-311250|CBLS-27103|Management ﻢﺳﺍﻮﻘﻟﺍ-ﻱﺯﺎﻐﻠﺑ ﺔﻛﺮﺷ|Jones, Crane and James Management|13/11/2017|27/12/2018|Active|نشط|LLC|ذ.م.م|Professional|مهني|03266 Holland Shoal Apt. 147 Fitzgeraldport, MH 90280|25.2151°N|55.3675°E|Y||||Partner|شريك|Other|آخر|Male|620100|Computer programming activities|أنشطة برمجة الكمبيوتر|ad6e6c0097b6a80d548b29d13a1e7d42
Abu Dhabi|أبو ظبي|Abu Dhabi Department of Economic Development|دائرة التنمية الاقتصادية في أبوظبي|Main|رئيسي|BL-911982|CBLS-24538|Trading ﻲﺴﻠﺑﺍﺮﻃ and ﻞﺋﺍﻭ ﻦﺑ ﺰﻨﻋ ,ﻲﺑﺮﻐﻤﻟﺍ ﺔﻛﺮﺷ|Anderson, Wade and Collier Trading|27/04/2024|03/06/2025|Active|نشط|LLC|ذ.م.م|Commercial|تجاري|65926 Davis Passage Suite 732 Rosehaven, CO 38604|24.4582°N|54.6842°E|N|BL-514812|||Owner|مالك|Other|آخر|Female|702000|Management consultancy activities|أنشطة استشارات الإدارة|adeef5fcb29d074c9eecfbf0b32ef63c
Dubai|دبي|Dubai South|دبي الجنوب|Main|رئيسي|BL-243079|CBLS-30644|Services ﻲﻠﺴﻌﻟﺍ-ﺓﺮﻤﺿ ﻮﻨﺑ ﺔﻛﺮﺷ|Kim-Solomon Services|23/04/2025|16/04/2026|Active|نشط|Sole Establishment|مؤسسة فردية|Professional|مهني|86490 Samantha Passage Apt. 866 South Donnashire, GU 33712|25.2376°N|55.3843°E|N||Department of Economic Development||Owner|مالك|British|بريطاني|Male|561000|Restaurants and mobile food service activities|المطاعم وأنشطة خدمات الطعام المتنقلة|e28e41b27c0019d0edf5472b9cbb8194
Dubai|دبي|Department of Economic Development|دائرة التنمية الاقتصادية|Main|رئيسي|BL-334081|CBLS-97232|Manufacturing ﺔﻠﻣﺎﻋ and ﻲﻠﺣﺎﺴﻟﺍ ,ﺝﺎﺤﻟﺍ ﻮﺑﺍ ﺔﻛﺮﺷ|Scott-Miller Manufacturing|06/04/2017|14/04/2018|Active|نشط|Civil Company|شركة مدنية|Industrial|صناعي|16459 Todd Mission Suite 523 North Julie, PA 34490|25.2443°N|55.1514°E|N||||Manager|مدير|Emirati|إماراتي|Male|702000|Management consultancy activities|أنشطة استشارات الإدارة|cde05958a1b4cbe527a3d3b1c95db214
Dubai|دبي|Department of Economic Development|دائرة التنمية الاقتصادية|Main|رئيسي|BL-700660|CBLS-61327|and Sons FZE ﻥﺎﻳﺯ ﺩﻻﻭﺃ ﺔﻛﺮﺷ|Rodriguez, Ferguson and Smith FZE|10/01/2022|16/01/2023|Expired|منتهي الصلاحية|LLC|ذ.م.م|Commercial|تجاري|974 Vazquez Spurs Suite 412 North James, GU 02583|25.0097°N|55.2410°E|Y|BL-331625|||Partner|شريك|Emirati|إماراتي|Male|702000|Management consultancy activities|أنشطة استشارات الإدارة|ae50a9171265e9cc70f8f8506bedff43
Dubai|دبي|Department of Economic Development|دائرة التنمية الاقتصادية|Main|رئيسي|BL-247475|CBLS-53406|Services ﻲﺗﺎﻔﻳﻮﺷ and ﻲﻧﻭﺪﻤﺤﺑ ,ﻑﺭﺎﻌﻟﺍ ﺔﻛﺮﺷ|Waller, Trevino and Clark Services|21/11/2023|08/11/2024|Active|نشط|LLC|ذ.م.م|Professional|مهني|47276 Darren Drives Maynardfort, AK 59419|25.0714°N|55.3930°E|N||||Owner|مالك|Filipino|فلبيني|Male|829900|Business Support Service Activities|أنشطة خدمات دعم الأعمال|d2425eb9d93cb8fd94eb9a00920010aa
Sharjah|الشارقة|Sharjah Economic Development Department|دائرة التنمية الاقتصادية في الشارقة|Main|رئيسي|BL-864711|CBLS-54007|FZE ﺕﺎﻴﺑ ﻲﻨﺑ-ﻡﻮﻘﺒﻟﺍ ﺔﻛﺮﺷ|Sanchez, Phillips and Gallegos FZE|19/07/2015|24/06/2016|Active|نشط|LLC|ذ.م.م|Commercial|تجاري|7998 Johnson Locks Suite 899 Hallton, NC 02993|25.3011°N|55.4419°E|N||||Partner|شريك|Emirati|إماراتي|Male|561000|Restaurants and mobile food service activities|المطاعم وأنشطة خدمات الطعام المتنقلة|e2822c936882faa2f1573e3a2312217d
Abu Dhabi|أبو ظبي|Abu Dhabi Department of Economic Development|دائرة التنمية الاقتصادية في أبوظبي|Main|رئيسي|BL-504684|CBLS-67438|Trading (ﺔﻣﺭﺎﺠﻌﻟﺍ) ﺔﻣﺮﺠﻋ-ﻊﻴﺒﺳ ﺔﻛﺮﺷ|Ray-Tran Trading|20/08/2016|30/07/2017|Cancelled|ملغاة|Civil Company|شركة مدنية|Commercial|تجاري|6024 Taylor Mill Apt. 839 Sandramouth, DC 38956|24.4907°N|54.6538°E|N||||Manager|مدير|Other|آخر|Female|561000|Restaurants and mobile food service activities|المطاعم وأنشطة خدمات الطعام المتنقلة|4fc4d7fe1471708466cc07a53fa62a48
Dubai|دبي|Department of Economic Development|دائرة التنمية الاقتصادية|Main|رئيسي|BL-927043|CBLS-85766|Services ﺔﻤﻧﺍﻮﻐﻟﺍ and ﺔﺒﻴﺘﻋ ,ﺲﻳﺪﺟ ﺔﻛﺮﺷ|Dawson, Moyer and Whitaker Services|07/09/2021|03/10/2022|Active|نشط|LLC|ذ.م.م|Professional|مهني|722 Eric Overpass Port Robertfort, ME 31266|25.0488°N|55.0295°E|Y|||دائرة التنمية الاقتصادية|Owner|مالك|Indian|هندي|Female|477100|Retail sale of clothing, footwear and textiles|تجارة التجزئة في الملابس والأحذية والمنسوجات|95efbdbf07850318a93bbec3f3d2c73b
Dubai|دبي|Department of Economic Development|دائرة التنمية الاقتصادية|Main|رئيسي|BL-458411|CBLS-32296|Trading ﷲ ﺭﺎﺟ-ﺪﺳﺃ ﻮﻨﺑ ﺔﻛﺮﺷ|Hawkins Inc Trading|28/03/2022|23/04/2023|Expired|منتهي الصلاحية|Sole Establishment|مؤسسة فردية|Commercial|تجاري|56193 Anna Oval Victoriastad, WI 06618|25.0483°N|55.0300°E|Y|BL-454366|||Partner|شريك|Other|آخر|Male|561000|Restaurants and mobile food service activities|المطاعم وأنشطة خدمات الطعام المتنقلة|0f08d2f123c93cd683815af500e8e67b
Dubai|دبي|Dubai Silicon Oasis Authority|سلطة واحة دبي للسيليكون|Main|رئيسي|BL-838726|CBLS-14062|LLC ﻡﺎﻴﺻ and ﻱﺩﺍﺪﻐﺒﻟﺍ ,ﻲﺴﻳﺪﻟﺍ ﺔﻛﺮﺷ|Adams, Hernandez and Vaughn LLC|16/06/2023|13/08/2024|Expired|منتهي الصلاحية|LLC|ذ.م.م|Commercial|تجاري|USS Villegas FPO AP 80409|25.2827°N|55.0660°E|Y||||Owner|مالك|Other|آخر|Male|561000|Restaurants and mobile food service activities|المطاعم وأنشطة خدمات الطعام المتنقلة|3ebacea0b08f25d5ea9f469c5f709490
Dubai|دبي|Department of Economic Development|دائرة التنمية الاقتصادية|Main|رئيسي|BL-529161|CBLS-82628|Consultancy ﻥﻮﻳﻭﺍﺮﻟﺍ ﺓﺩﺎﺴﻟﺍ and ﻲﻧﺎﺒﻘﻟﺍ ,ﻲﺴﻳﺪﻟﺍ ﺔﻛﺮﺷ|Colon Inc Consultancy|05/03/2024|10/02/2025|Active|نشط|LLC|ذ.م.م|Professional|مهني|PSC 2478, Box 7125 APO AA 18559|25.0796°N|55.1126°E|N||||Partner|شريك|Other|آخر|Male|702000|Management consultancy activities|أنشطة استشارات الإدارة|e7851a0f88613fbbab69ad11e2008582
Dubai|دبي|Department of Economic Development|دائرة التنمية الاقتصادية|Main|رئيسي|BL-157152|CBLS-57294|Trading ﺔﻳﺮﻳﺪﺑ-ﻊﻤﻟﺃ ﺔﻛﺮﺷ|Allison Group Trading|25/10/2023|15/10/2024|Active|نشط|LLC|ذ.م.م|Commercial|تجاري|214 Espinoza Mall Suite 328 Cobbberg, AS 56707|25.1283°N|55.1178°E|N||||Partner|شريك|British|بريطاني|Female|829900|Business Support Service Activities|أنشطة خدمات دعم الأعمال|ca8d3e07fbda3c7c6727402ecc7136e5
Abu Dhabi|أبو ظبي|Abu Dhabi Department of Economic Development|دائرة التنمية الاقتصادية في أبوظبي|Main|رئيسي|BL-769191|CBLS-48248|Trading ﻱﻭﺍﺪﻴﺻ and ﻑﺍﺮﺷﻷﺍ ,ﻡﺍﺬﺟ ﺔﻛﺮﺷ|Hardin-Villanueva Trading|03/12/2016|24/11/2017|Active|نشط|LLC|ذ.م.م|Commercial|تجاري|55626 Phillip Camp New Brian, SC 94003|24.3421°N|54.3462°E|N||||Owner|مالك|Pakistani|باكستاني|Male|829900|Business Support Service Activities|أنشطة خدمات دعم الأعمال|0c02e9d70c14e69b125e5614f087e5a7
Dubai|دبي|DMCC|مركز دبي للسلع المتعددة|Main|رئيسي|BL-670557|CBLS-60793|Management ﺰﻨﻛ ﻮﻨﺑ and ﻞﺠﻋ ﻮﻨﺑ ,ﺏﺎﻓﺮﻴﻣ ﺔﻛﺮﺷ|Liu, Kaufman and Barnes Management|23/07/2024|08/08/2025|Cancelled|ملغاة|LLC|ذ.م.م|Professional|مهني|926 Schneider Plains Suite 563 Christopherside, MA 51618|25.1113°N|55.1526°E|N||||Manager|مدير|Indian|هندي|Male|477100|Retail sale of clothing, footwear and textiles|تجارة التجزئة في الملابس والأحذية والمنسوجات|51b0d71886d00354f423c5345dfccac7
Sharjah|الشارقة|Sharjah Economic Development Department|دائرة التنمية الاقتصادية في الشارقة|Main|رئيسي|BL-691655|CBLS-18079|LLC ﻱﺩﻭﺍﺪﻟﺍ and ﺭﺎﺠﻨﻟﺍ ,ﺪﻳﺯ ﻮﻨﺑ ﺔﻛﺮﺷ|Higgins, Hobbs and Meyer LLC|01/08/2020|24/07/2021|Active|نشط|LLC|ذ.م.م|Commercial|تجاري|200 Allen Trail Suite 681 Port Nathanhaven, MI 16729|25.3752°N|55.5335°E|N|||دائرة التنمية الاقتصادية في الشارقة|Partner|شريك|Emirati|إماراتي|Female|477100|Retail sale of clothing, footwear and textiles|تجارة التجزئة في الملابس والأحذية والمنسوجات|9c9ce21018f4866d04313531ea0abd9a
Sharjah|الشارقة|Sharjah Economic Development Department|دائرة التنمية الاقتصادية في الشارقة|Main|رئيسي|BL-338564|CBLS-82561|Management ﺔﺒﻫﻭ-ﺮﺨﺻ ﻮﻨﺑ ﺔﻛﺮﺷ|Sherman Inc Management|02/11/2022|02/01/2024|Active|نشط|Sole Establishment|مؤسسة فردية|Professional|مهني|998 Michael Haven Lake Nicholas, WA 32958|25.3841°N|55.5637°E|N||||Owner|مالك|Emirati|إماراتي|Male|829900|Business Support Service Activities|أنشطة خدمات دعم الأعمال|2538ab2413214e450ed78851b66b64e9
Dubai|دبي|Department of Economic Development|دائرة التنمية الاقتصادية|Main|رئيسي|BL-599397|CBLS-49171|Group Trading ﺲﻳﺪﺟ ﺔﻛﺮﺷ|Murphy PLC Trading|12/06/2016|09/05/2017|Active|نشط|Sole Establishment|مؤسسة فردية|Commercial|تجاري|10627 Sean Land Suite 988 Wigginsshire, NM 83923|25.1184°N|55.3416°E|N||||Owner|مالك|Pakistani|باكستاني|Male|829900|Business Support Service Activities|أنشطة خدمات دعم الأعمال|a9829d51522815aa1abbd9700c662937
Dubai|دبي|Department of Economic Development|دائرة التنمية الاقتصادية|Main|رئيسي|BL-254610|CBLS-25765|Management ﻲﻧﺎﻴﺘﻔﻟﺍ-ﻊﻴﺒﺳ ﺔﻛﺮﺷ|Barajas-Barker Management|28/11/2016|06/11/2017|Active|نشط|LLC|ذ.م.م|Professional|مهني|88137 Johnson Estate Suite 196 North Mikeport, AZ 69022|25.0519°N|55.3937°E|Y||||Owner|مالك|Pakistani|باكستاني|Male|561000|Restaurants and mobile food service activities|المطاعم وأنشطة خدمات الطعام المتنقلة|969782eed18f9b46dbd64155086c4e4c
Dubai|دبي|Department of Economic Development|دائرة التنمية الاقتصادية|Main|رئيسي|BL-556542|CBLS-36465|FZE ﻥﺎﺒﻴﺷ ﻮﻨﺑ-ﻞﺠﻋ ﻮﻨﺑ ﺔﻛﺮﺷ|Wilson LLC FZE|29/04/2020|22/03/2021|Active|نشط|Free Zone Establishment|مؤسسة منطقة حرة|Commercial|تجاري|604 Lewis Viaduct Smithside, MI 09356|25.2502°N|55.1032°E|Y|BL-170267|||Owner|مالك|Egyptian|مصري|Male|477100|Retail sale of clothing, footwear and textiles|تجارة التجزئة في الملابس والأحذية والمنسوجات|c79dc24a291ccd5ffd260d933fe284f7
Dubai|دبي|Department of Economic Development|دائرة التنمية الاقتصادية|Main|رئيسي|BL-441968|CBLS-46202|Management ﺶﻘﻃ-ﻞﻳﺬﻫ ﺔﻛﺮﺷ|Butler PLC Management|20/06/2024|24/05/2025|Active|نشط|LLC|ذ.م.م|Professional|مهني|922 Gill Shores Suite 251 Hughesfurt, MA 71410|25.1374°N|55.3494°E|N||||Owner|مالك|Other|آخر|Male|702000|Management consultancy activities|أنشطة استشارات الإدارة|ed072242c26e9ffdc09f9ecaadc4ebba
Dubai|دبي|Department of Economic Development|دائرة التنمية الاقتصادية|Main|رئيسي|BL-256911|CBLS-29424|LLC ﻲﻋﺎﻘﻟﺍ and ﻲﻧﺎﻨﻜﻟﺍ ﺔﻋﺎﻤﺟ ﻲﻨﺑ ﺐﻴﻄﺨﻟﺍ ,ﺔﻔﻴﻨﺣ ﻮﻨﺑ ﺔﻛﺮﺷ|Rubio Group LLC|16/07/2022|01/08/2023|Active|نشط|LLC|ذ.م.م|Commercial|تجاري|181 Stephanie Plains Apt. 983 Shawtown, DE 86779|25.1764°N|55.3034°E|Y|BL-690016|||Owner|مالك|British|بريطاني|Male|702000|Management consultancy activities|أنشطة استشارات الإدارة|139f97a5f7e767c6012cce1ffc661af0
Sharjah|الشارقة|Sharjah Economic Development Department|دائرة التنمية الاقتصادية في الشارقة|Main|رئيسي|BL-460572|CBLS-63856|Inc Management ﺔﻌﻴﺒﺿ ﺔﻛﺮﺷ|White, Smith and Buchanan Management|15/07/2023|05/07/2024|Active|نشط|LLC|ذ.م.م|Professional|مهني|070 Kim Mall Apt. 856 Christopherville, ND 22541|25.3383°N|55.4971°E|N||||Partner|شريك|Indian|هندي|Male|620100|Computer programming activities|أنشطة برمجة الكمبيوتر|0e1e821fee1cf88c215c0962467f2439
Abu Dhabi|أبو ظبي|Abu Dhabi Department of Economic Development|دائرة التنمية الاقتصادية في أبوظبي|Main|رئيسي|BL-813884|CBLS-62654|LLC FZE ﺕﺍﺪﻴﻘﻌﻟﺍ ﺔﻛﺮﺷ|Thomas-Scott FZE|27/12/2024|25/12/2025|Active|نشط|LLC|ذ.م.م|Commercial|تجاري|520 Kenneth Courts Douglasmouth, KS 49720|24.3187°N|54.6516°E|N||||Partner|شريك|Other|آخر|Female|829900|Business Support Service Activities|أنشطة خدمات دعم الأعمال|bb513629c280c69fed7b85d5d1fce0fd
Dubai|دبي|Department of Economic Development|دائرة التنمية الاقتصادية|Main|رئيسي|BL-121215|CBLS-54284|Services ﻡﻮﻘﺒﻟﺍ ﻞﻳﺬﻫ ﺔﻠﻴﺒﻗ and ﺲﻨﻋ ,ﻲﻧﻭﺮﺘﺑ ﺔﻛﺮﺷ|Williams and Sons Services|28/12/2022|18/11/2023|Expired|منتهي الصلاحية|Civil Company|شركة مدنية|Professional|مهني|0578 Jones Burgs Schultztown, KY 73124|25.0933°N|55.3371°E|Y||DMCC||Owner|مالك|Indian|هندي|Male|620100|Computer programming activities|أنشطة برمجة الكمبيوتر|2cb85d136b52f17522e9aa8a3fa5c85c
Ajman|عجمان|Department of Economic Development|دائرة التنمية الاقتصادية|Main|رئيسي|BL-879850|CBLS-68079|PLC LLC ﻞﺠﻋ ﻮﻨﺑ ﺔﻛﺮﺷ|Leonard, Sanchez and Peters LLC|15/07/2019|07/07/2020|Expired|منتهي الصلاحية|LLC|ذ.م.م|Commercial|تجاري|58238 Ali Point Williamsmouth, MP 81861|25.3769°N|55.4625°E|N||||Owner|مالك|Pakistani|باكستاني|Female|620100|Computer programming activities|أنشطة برمجة الكمبيوتر|00b90b3753880c86bb442b677628d182
Abu Dhabi|أبو ظبي|Abu Dhabi Department of Economic Development|دائرة التنمية الاقتصادية في أبوظبي|Main|رئيسي|BL-607993|CBLS-77698|LLC FZE ﺮﻴﺴﻋ ﺔﻛﺮﺷ|Delgado-Jackson FZE|12/06/2021|03/06/2022|Cancelled|ملغاة|LLC|ذ.م.م|Commercial|تجاري|3984 Evan Place Apt. 416 Port Donaldside, KY 57119|24.4463°N|54.5061°E|N||||Owner|مالك|Indian|هندي|Male|620100|Computer programming activities|أنشطة برمجة الكمبيوتر|4cce770fef62bce8a54f8e436f454dce
Dubai|دبي|Department of Economic Development|دائرة التنمية الاقتصادية|Main|رئيسي|BL-696296|CBLS-13794|FZE ﺶﻘﻃ and ﺪﺳﺃ ﻮﻨﺑ ,ﺭﺍﺪﻗﺮﻴﺑ ﺔﻛﺮﺷ|Bishop LLC FZE|13/03/2018|22/04/2019|Active|نشط|Sole Establishment|مؤسسة فردية|Commercial|تجاري|3795 Robin Dale Apt. 970 Lake Glennside, MH 91791|25.0578°N|55.3332°E|Y|||دائرة التنمية الاقتصادية|Owner|مالك|British|بريطاني|Female|477100|Retail sale of clothing, footwear and textiles|تجارة التجزئة في الملابس والأحذية والمنسوجات|3228f443049ac69a7fd3037270f5deb9
Dubai|دبي|Department of Economic Development|دائرة التنمية الاقتصادية|Main|رئيسي|BL-308781|CBLS-45910|FZE ﻑﺍﺮﺷﻷﺍ and ﺩﺍﺮﻣ ,ﻕﻼﺤﻟﺍ ﺔﻛﺮﺷ|Burns, Long and Miller FZE|23/05/2024|31/05/2025|Active|نشط|Sole Establishment|مؤسسة فردية|Commercial|تجاري|156 Hughes Villages Apt. 175 South Albert, WA 03093|25.2471°N|55.2021°E|N||||Partner|شريك|Pakistani|باكستاني|Female|620100|Computer programming activities|أنشطة برمجة الكمبيوتر|31958f167f3edcec5599d9bc7451ec33
Sharjah|الشارقة|Sharjah Economic Development Department|دائرة التنمية الاقتصادية في الشارقة|Main|رئيسي|BL-567773|CBLS-33276|PLC FZE ﻱﻭﺎﻔﻠﺨﻟﺍ ﺔﻛﺮﺷ|Becker-Fletcher FZE|20/09/2021|04/11/2022|Active|نشط|Sole Establishment|مؤسسة فردية|Commercial|تجاري|75047 Adrian View Rodriguezview, OK 66079|25.3587°N|55.4700°E|N||||Owner|مالك|Filipino|فلبيني|Male|561000|Restaurants and mobile food service activities|المطاعم وأنشطة خدمات الطعام المتنقلة|710f786b8eebf012cf6f167bda917271
Sharjah|الشارقة|Sharjah Economic Development Department|دائرة التنمية الاقتصادية في الشارقة|Main|رئيسي|BL-128783|CBLS-60667|Manufacturing ﺐﻄﻘﻟﺍ and ﻞﻳﺬﻫ ,ﻞﻳﺬﻫ ﺔﻛﺮﺷ|Jackson-Lee Manufacturing|14/02/2016|01/03/2017|Active|نشط|Civil Company|شركة مدنية|Industrial|صناعي|49384 Melanie Brooks Erinmouth, AL 56483|25.3163°N|55.5145°E|Y||||Owner|مالك|Pakistani|باكستاني|Male|829900|Business Support Service Activities|أنشطة خدمات دعم الأعمال|d1b2c5f2bd1ea0239fb3e94a6366e4f4
Dubai|دبي|Dubai Silicon Oasis Authority|سلطة واحة دبي للسيليكون|Main|رئيسي|BL-783238|CBLS-63674|LLC ﺪﻴﺑﺯ-ﻥﺍﺮﻤﺷ ﺔﻛﺮﺷ|Nunez, Santos and Nash LLC|17/03/2018|29/04/2019|Active|نشط|LLC|ذ.م.م|Commercial|تجاري|5803 Joshua Manor Suite 506 West Christopher, OK 03826|25.0060°N|55.3121°E|N||Dubai South||Owner|مالك|Emirati|إماراتي|Male|702000|Management consultancy activities|أنشطة استشارات الإدارة|0c8656f2916e674f00cbfb76fe1d6f2f
Dubai|دبي|Department of Economic Development|دائرة التنمية الاقتصادية|Main|رئيسي|BL-939767|CBLS-11109|and Sons FZE ﻖﻳﺯﺍﺮﻤﻟﺍ ﺔﻛﺮﺷ|Perez, Norris and Rosario FZE|05/10/2018|07/09/2019|Expired|منتهي الصلاحية|Sole Establishment|مؤسسة فردية|Commercial|تجاري|76095 Wright Mountains West Marissa, GU 44225|25.0757°N|55.3220°E|N|BL-773962|||Partner|شريك|Other|آخر|Male|477100|Retail sale of clothing, footwear and textiles|تجارة التجزئة في الملابس والأحذية والمنسوجات|f01001f64397b7474cb302a0a05b4a14
